Economic Sector,Business Sector,Industry Group,Industry,Activity,Hierarchical ID
Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,Semiconductor Equipment Wholesale,5710102013
Technology,Technology Equipment,Communications & Networking,Communications & Networking,Communications & Networking (NEC),5710201010
Technology,Technology Equipment,Communications & Networking,Communications & Networking,Network Equipment,5710201011
Technology,Technology Equipment,Communications & Networking,Communications & Networking,Security & Surveillance,5710201012
Technology,Technology Equipment,Communications & Networking,Communications & Networking,Conferencing Tools & Systems,5710201013
Technology,Technology Equipment,Communications & Networking,Communications & Networking,VOIP Equipment & Systems,5710201014
Technology,Technology Equipment,Communications & Networking,Communications & Networking,Broadcasting Equipment,5710201015
Technology,Technology Equipment,Communications & Networking,Communications & Networking,Satellite Communications Network,5710201016
Technology,Technology Equipment,Communications & Networking,Communications & Networking,Fiber Optic Cable Manufacturing,5710201017
Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts,Electronic Equipment & Parts (NEC),5710401010
Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts,Biometric Products,5710401011
Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts,Advanced Electronic Equipment,5710401012
Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts,Display Screens,5710401013
Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts,Electronic Components,5710401014
Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts,3D Printers,5710401015
Technology,Technology Equipment,Office Equipment,Office Equipment,Office Equipment (NEC),5710501010
Technology,Technology Equipment,Office Equipment,Office Equipment,Commercial Document Management,5710501011
Technology,Technology Equipment,Office Equipment,Office Equipment,Office Technology Equipment,5710501012
Technology,Technology Equipment,Office Equipment,Office Equipment,Point of Sale Systems,5710501013
Technology,Technology Equipment,Office Equipment,Office Equipment,Scientific & Precision Equipment,5710501014
Technology,Technology Equipment,Office Equipment,Office Equipment,Office Equipment Wholesale,5710501015
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Computer Hardware (NEC),5710601010
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Scientific & Super Computers,5710601011
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Laptop & Desktop Computers,5710601012
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Tablet & Netbook Computers,5710601013
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Input Devices,5710601014
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Output Devices,5710601015
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Servers & Systems,5710601016
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Storage Devices,5710601017
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Computer Hardware Component Assembly,5710601018
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Consumer Document Management,5710601019
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Phones & Handheld Devices,Phones & Handheld Devices (NEC),5710602010
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Phones & Handheld Devices,Phones & Smart Phones,5710602011
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Phones & Handheld Devices,Portable Satellite Navigation,5710602012
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Phones & Handheld Devices,Personal Music Players,5710602013
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Phones & Handheld Devices,Electronic Books,5710602014
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Phones & Handheld Devices,Mobile Device Component Assembly,5710602015
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Household Electronics,Household Electronics (NEC),5710603010
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Household Electronics,Photographic Equipment,5710603011
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Household Electronics,TV & Video,5710603012
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Household Electronics,Home Audio,5710603013
Technology,Technology Equipment,"Computers, Phones & Household Electronics",Household Electronics,Consumer Electronic Wholesale,5710603014
Technology,Technology Equipment,Integrated Hardware & Software,Integrated Hardware & Software,Integrated Hardware & Software,5710701010
Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,IT Services & Consulting (NEC),5720101010
Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,Computer Programming,5720101011
Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,Computer Training,5720101012
Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,Technology Consulting & Outsourcing Services,5720101013
Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,IT Testing Services,5720101014
Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,Cloud Computing Services,5720101015
Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,Machine Learning & Artificial Intelligence (AI) Services,5720101016
Technology,Software & IT Services,Software & IT Services,Software,Software (NEC),5720102010
Technology,Software & IT Services,Software & IT Services,Software,System Software,5720102011
Technology,Software & IT Services,Software & IT Services,Software,Application Software,5720102012
Technology,Software & IT Services,Software & IT Services,Software,Enterprise Software,5720102013
Technology,Software & IT Services,Software & IT Services,Software,Mobile Application Software,5720102014
Technology,Software & IT Services,Software & IT Services,Software,Mobile System Software,5720102015
Technology,Software & IT Services,Software & IT Services,Software,Programming Software & Testing Tools,5720102016
Technology,Software & IT Services,Software & IT Services,Software,Server & Database Software,5720102017
Technology,Software & IT Services,Software & IT Services,Software,Security Software,5720102018
Technology,Software & IT Services,Software & IT Services,Online Services,Online Services (NEC),5720103010
Technology,Software & IT Services,Software & IT Services,Online Services,Search Engines,5720103011
Technology,Software & IT Services,Software & IT Services,Online Services,Social Media & Networking,5720103012
Technology,Software & IT Services,Software & IT Services,Online Services,E-commerce & Auction Services,5720103013
Technology,Software & IT Services,Software & IT Services,Online Services,Content & Site Management Services,5720103014
Technology,Software & IT Services,Software & IT Services,Online Services,Internet Security & Transactions Services,5720103015
Technology,Software & IT Services,Software & IT Services,Online Services,Internet Gaming,5720103016
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Financial Technology (Fintech) (NEC),5730101010
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Business to Business,5730101020
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Business to Consumer,5730101030
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Consumer to Consumer,5730101040
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Crowd Collaboration,Crowd Collaboration (NEC),5730102010
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Crowd Collaboration,Crowdfinancing & Crowdfunding,5730102020
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Crowd Collaboration,Crowdsourcing Platforms,5730102030
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency,Blockchain & Cryptocurrency (NEC),5730103010
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency,Cryptocurrency Trading Platforms (Exchanges),5730103020
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency,Blockchain Technology (Software),5730103030
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency,Cryptocurrency Hardware,5730103040
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency,Cryptocurrency Mining,5730103050
Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Miscellaneous Fintech Infrastructure,Miscellaneous Fintech Infrastructure,5730109010
Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services,Integrated Telecommunications Services (NEC),5740101010
Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services,Wired Telecommunications Carriers,5740101020
Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services,Telecommunications Resellers,5740101030
Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services,Internet Service Providers,5740101040
Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services,Telecommunications Network Infrastructure,5740101050
Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services,VOIP Services,5740101060
Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services,Wireless Telecommunications Services (NEC),5740102010
Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services,Alternative Communications Services,5740102020
Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services,Satellite Service Operators,5740102030
Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services,Wi-Fi & Wi-Max Providers,5740102040
Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services,Wireless Telecoms Service Providers,5740102050
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),5910101010
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Fossil Fuel Electric Utilities,5910101012
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Nuclear Utilities,5910101013
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Power Charging Stations,5910101014
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Alternative Electric Utilities,5910101020
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Hydroelectric & Tidal Utilities,5910101021
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Solar Electric Utilities,5910101022
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Wind Electric Utilities,5910101023
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Biomass & Waste to Energy Electric Utilities,5910101024
Utilities,Utilities,Electrical Utilities & IPPs,Electric Utilities,Geothermal Electric Utilities,5910101025
Utilities,Utilities,Electrical Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),5910102010
Utilities,Utilities,Electrical Utilities & IPPs,Independent Power Producers,Fossil Fuel IPPs,5910102011
Utilities,Utilities,Electrical Utilities & IPPs,Independent Power Producers,Renewable IPPs,5910102012
Utilities,Utilities,Electrical Utilities & IPPs,Independent Power Producers,Nuclear IPPs,5910102013
Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Utilities (NEC),5910201010
Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,5910201011
Utilities,Utilities,Water & Related Utilities,Water & Related Utilities,Water & Related Utilities (NEC),5910301010
Utilities,Utilities,Water & Related Utilities,Water & Related Utilities,Water Supply & Irrigation Systems,5910301011
Utilities,Utilities,Water & Related Utilities,Water & Related Utilities,Sewage Treatment Facilities,5910301012
Utilities,Utilities,Water & Related Utilities,Water & Related Utilities,Heating & Air-Conditioning Supply,5910301013
Utilities,Utilities,Multiline Utilities,Multiline Utilities,Multiline Utilities,5910401010
Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations","Real Estate Rental, Development & Operations (NEC)",6010101010
Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Office Real Estate Rental & Development,6010101020
Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Retail Real Estate Rental & Development,6010101030
Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Industrial Real Estate Rental & Development,6010101040
Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Residential Real Estate Rental & Development,6010101050
Real Estate,Real Estate,Real Estate Operations,Real Estate Services,Real Estate Services (NEC),6010102010
Real Estate,Real Estate,Real Estate Operations,Real Estate Services,Office Real Estate Services,6010102020
Real Estate,Real Estate,Real Estate Operations,Real Estate Services,Retail Real Estate Services,6010102030
Real Estate,Real Estate,Real Estate Operations,Real Estate Services,Industrial Real Estate Services,6010102040
Real Estate,Real Estate,Real Estate Operations,Real Estate Services,Residential Real Estate Services,6010102050
Real Estate,Real Estate,Residential & Commercial REITs,Diversified REITs,Diversified REITs,6010201010
Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs,Commercial REITs (NEC),6010202010
Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs,Office REITs,6010202020
Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs,Retail REITs,6010202030
Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs,Industrial REITs,6010202040
Real Estate,Real Estate,Residential & Commercial REITs,Residential REITs,Residential REITs,6010203010
Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs,Specialized REITs (NEC),6010204010
Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs,Healthcare REITs,6010204020
Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs,Hospitality REITs,6010204030
Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs,Self-Storage REITs,6010204040
Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs,Timber REITs,6010204050
Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs,Mortgage REITs,6010204060
Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs,Islamic REITs,6010204070
"Institutions, Associations & Organizations","Institutions, Associations & Organizations","Institutions, Associations & Organizations",Religious Organizations,Religious Organizations,6110101010
"Institutions, Associations & Organizations","Institutions, Associations & Organizations","Institutions, Associations & Organizations",Civic & Social Organizations,Civic & Social Organizations,6110102010
"Institutions, Associations & Organizations","Institutions, Associations & Organizations","Institutions, Associations & Organizations",Environmental Organizations,Environmental Organizations,6110103010
"Institutions, Associations & Organizations","Institutions, Associations & Organizations","Institutions, Associations & Organizations",Charity Organizations,Charity Organizations,6110104010
"Institutions, Associations & Organizations","Institutions, Associations & Organizations","Institutions, Associations & Organizations",Professional Organizations,Professional Organizations (NEC),6110105010
"Institutions, Associations & Organizations","Institutions, Associations & Organizations","Institutions, Associations & Organizations",Professional Organizations,"Business, Professional & Labor Organizations",6110105020
"Institutions, Associations & Organizations","Institutions, Associations & Organizations","Institutions, Associations & Organizations",Professional Organizations,Political Organizations,6110105030
"Institutions, Associations & Organizations","Institutions, Associations & Organizations","Institutions, Associations & Organizations",Professional Organizations,Non-Governmental Organizations (NGOs),6110105040
Government Activity,Government Activity,Government Activity,Government & Government Finance,Government & Government Finance (NEC),6210101010
Government Activity,Government Activity,Government Activity,Government & Government Finance,Public Finance Activities,6210101020
Government Activity,Government Activity,Government Activity,Legal & Safety Public Services,Legal & Safety Public Services (NEC),6210102010
Government Activity,Government Activity,Government Activity,Legal & Safety Public Services,"Police, Justice & Legal Counsel",6210102020
Government Activity,Government Activity,Government Activity,Legal & Safety Public Services,Fire,6210102030
Government Activity,Government Activity,Government Activity,Government Administration Activities,Government Administration Activities,6210103010
Government Activity,Government Activity,Government Activity,National Security & International Affairs,National Security & International Affairs,6210104010
Academic & Educational Services,Academic & Educational Services,Miscellaneous Educational Service Providers,Miscellaneous Educational Service Providers,Miscellaneous Educational Service Providers,6310101010
Academic & Educational Services,Academic & Educational Services,"School, College & University","School, College & University","School, College & University (NEC)",6310201010
Academic & Educational Services,Academic & Educational Services,"School, College & University","School, College & University",Nursery & Pre-Schools,6310201020
Academic & Educational Services,Academic & Educational Services,"School, College & University","School, College & University",Elementary & Primary Schools,6310201030
Academic & Educational Services,Academic & Educational Services,"School, College & University","School, College & University",Colleges & Secondary Schools,6310201040
Academic & Educational Services,Academic & Educational Services,"School, College & University","School, College & University",Universities,6310201050
Academic & Educational Services,Academic & Educational Services,"School, College & University","School, College & University",School Districts,6310201060
Academic & Educational Services,Academic & Educational Services,Professional & Business Education,Professional & Business Education,Professional & Business Education,6310301010
